,abilita,acc,access,accesso,accus,activ,addit,address,affect,age,ambulatori,amend,anagrafica,analysi,annulla,applic,appoint,assign,attribut,authent,averag,beat,biolog,birth,blood,book,box,btn,calcul,cancel,cap,card,carri,cartella,certif,chang,charact,check,choic,chronolog,citi,class,clin,clinic,clinica,codic,complet,complianc,concern,conclud,conduct,confirm,consid,contact,correct,creat,creation,criteria,data,databa,date,dati,day,deal,decid,deem,defin,del,delet,dell,descript,detail,dettag,diagnosi,diagnost,dioptr,displac,display,dispo,doctor,draw,easi,edit,elenco,elimin,elimina,enabl,enter,error,esam,esami,esegui,evalu,event,examin,execut,fail,failur,field,find,finish,fiscal,folder,form,function,gap,generat,gestion,grid,ground,gui,guid,handler,hc,heart,held,highlight,histori,hospit,ica,identifi,ill,implement,includ,inclus,indic,input,insert,instrument,invalid,issu,ital,laboratori,laboratorio,leav,list,locat,log,login,logout,main,manag,mask,medi,medic,medici,medicin,medico,meet,memori,messag,method,modif,modifi,modifica,monitor,nb,note,notifi,notifica,numer,observ,obtain,occur,op,oper,option,organ,outpati,panel,paramet,parametri,password,patholog,patient,paz,pazient,pend,perform,person,physician,piani,piano,pin,plan,possess,prenota,prenotaz,prenotazion,prenotazioni,prescrib,pressur,prima,princip,print,printer,procedur,proceed,process,proper,provid,provinc,realiz,reason,receiv,recogn,record,recruit,refer,regist,registr,reinsert,relat,remain,rememb,rent,report,repr,request,requir,reserv,resid,resoconto,retriev,review,ricontrollata,risultati,ritorna,run,save,search,select,seleziona,send,seq,sequenc,serv,servic,set,settiman,sex,signatur,special,specif,stampa,start,step,storag,store,subject,success,successo,summari,support,surnam,survey,tabular,task,tax,tb,telephon,tempi,test,therapi,time,tipo,tower,train,transfer,type,uc,undergon,underpin,undo,updat,uscita,user,val,valid,valida,valu,vat,verifi,version,view,visit,visita,visualizza,week,zip
19.txt,0,0,0.0537800887866284,0,0,0.0262518046061605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271979189017277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14727296159895,0,0,0,0,0,0,0,0,0.0281761109113466,0,0.0313269364510762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085335730813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010777321722634,0,0,0,0,0,0.157794337832302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348644916927578,0.0954553655963244,0,0,0,0,0,0,0,0,0.193765181293825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236691506748452,0.0281761109113466,0,0,0,0,0,0,0,0,0,0,0,0,0.196007192441694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313269364510762,0,0,0,0,0,0,0,0,0,0,0,0,0.0262518046061605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313269364510762,0,0,0,0,0,0,0.0348644916927578,0.045335730813898,0,0,0,0,0,0.0168104357198561,0,0,0,0,0
2.txt,0,0,0,0,0,0.0123829267010191,0.0292156748986093,0.0584313497972187,0.0347341890563561,0,0,0.0496866654782538,0.176836709237372,0.0883363026410141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128292070291168,0.044168151320507,0,0,0,0,0.106102025542423,0.0326361473456349,0,0,0,0.044168151320507,0,0,0,0,0,0.0308187409499519,0,0,0,0,0.027536445634666,0,0,0,0,0,0,0.053750768982435,0,0,0,0,0.044168151320507,0,0.0372156457151655,0,0,0,0,0,0,0,0,0,0,0,0.0153106636879262,0,0,0,0,0.0242108190806963,0,0,0,0,0.055563366902029,0,0,0,0,0,0,0,0.0265812367088175,0,0.0147768568165454,0.0264844803967699,0,0.0326361473456349,0,0,0.0197817126344584,0,0,0,0,0,0,0,0,0,0,0,0,0.0347341890563561,0,0,0,0,0,0,0,0.0264844803967699,0,0,0.0197817126344584,0,0.0484216381613926,0,0.0347341890563561,0.267158031519213,0,0,0,0,0,0,0,0,0,0.00508364232199719,0,0,0,0,0,0,0,0.0183477211868636,0,0.0347341890563561,0,0,0,0.0347341890563561,0.0308187409499519,0.0176836709237372,0,0,0,0,0,0.016445514949414,0.0450261158473228,0.0326361473456349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805054064282057,0,0.0292156748986093,0,0,0,0.0132906183544088,0,0,0,0,0,0.0308187409499519,0,0.0372156457151655,0.0347341890563561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232021850814839,0,0,0.0341010362652378,0,0,0,0,0,0.0147768568165454,0,0,0,0,0,0,0,0,0,0,0,0,0.0247658534020382,0,0,0,0,0,0,0,0,0,0.0326361473456349,0,0,0,0,0,0,0,0,0,0.0147768568165454,0,0.0264844803967699,0,0.0277816834510145,0,0,0.016445514949414,0,0,0,0.044168151320507,0.0205596575419298,0,0.0158589016225057,0,0,0,0,0
20.txt,0,0,0.0111345939516829,0,0,0.0190230468160584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678525223184601,0,0,0,0,0,0,0,0,0,0.0197086368853099,0,0.128037323730763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211511828788014,0,0,0,0,0,0,0.0103217056379314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408349433497777,0.0618374860970275,0.0227006785877364,0,0,0,0,0,0,0.0618374860970275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122058909654678,0,0.0678525223184601,0,0,0,0,0,0.0406863032182261,0,0,0,0,0,0,0,0,0,0,0,0.0448820512935158,0,0,0,0.00780965342219858,0,0,0,0,0,0,0.0678525223184601,0.0281863542870658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252641244150419,0.0494075391285323,0,0,0,0,0,0,0,0,0.140409551662192,0,0,0,0.0501366901251782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076330239720216,0,0,0,0,0.0612524150246665,0,0,0,0,0,0.0946894649476783,0.0406863032182261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356439365019898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618374860970275,0,0,0.0946894649476783,0,0,0,0.0190230468160584,0,0,0,0,0,0,0,0.150410070375535,0,0,0,0,0,0,0,0,0,0.076330239720216,0,0.0227006785877364,0,0,0,0,0,0,0.0252641244150419,0.197111873103904,0,0,0,0.0315844014412255,0,0.012181475159316,0,0,0,0,0
21.txt,0,0.0357391148089599,0.00879717919083344,0,0.0325708896236252,0.0100197727504429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357391148089599,0,0.0357391148089599,0,0,0,0,0,0,0,0.0236401644217755,0,0,0,0,0,0,0.0281055270227003,0,0,0,0.150194297321362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528157499028595,0,0,0,0,0.047280328843551,0,0,0,0,0,0,0.137133036319669,0,0,0.0651417792472504,0.0357391148089599,0.0325708896236252,0.0495551252189367,0,0.0692148562044245,0,0,0,0,0,0,0,0,0,0,0,0,0.0301134232504392,0,0.0296924953558403,0.0107542408058575,0,0,0,0,0,0,0.192871712202431,0,0,0,0.0286178491284907,0,0,0,0,0,0,0,0,0,0,0.0325708896236252,0,0,0,0.0357391148089599,0,0,0,0,0,0,0.0651417792472504,0,0,0,0.0180144728632548,0,0,0.0804089548197695,0.0301134232504392,0,0,0,0,0,0.00411348157352444,0,0,0,0.0325708896236252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325708896236252,0.0357391148089599,0,0,0,0,0,0.0086832330057247,0,0,0,0,0.0402044774098847,0.0616301467219545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249373018373657,0.0357391148089599,0,0,0.047280328843551,0.0498746036747313,0,0,0,0,0,0,0,0.0602268465008785,0,0.0107542408058575,0,0.0357391148089599,0,0,0,0,0.0214301902447145,0,0,0,0.0563228614955106,0,0,0.0266141157959983,0,0,0,0.0428603804894291,0,0,0,0,0,0,0,0.02759320491691,0,0.0498746036747313,0,0,0,0.0119568459736932,0,0,0,0,0,0.0325708896236252,0,0.0308222752252109,0,0,0,0,0,0,0,0,0,0.0325708896236252,0,0,0,0.0357391148089599,0,0,0.0281055270227003,0.0325708896236252,0.0204719392364408,0,0,0,0,0,0.0119568459736932,0,0,0,0,0,0,0,0,0,0.0903402697513177,0,0,0,0.0192485905189192,0.117032122845644,0,0,0,0
22.txt,0,0.0955474293872193,0.0235189892652894,0,0,0.026787555720572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666691130754061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751392661219132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706006452783122,0,0,0,0,0.0632012559031141,0,0,0,0,0,0,0,0,0,0,0,0.0870772763407123,0.066242055139599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287511335830067,0,0,0,0,0,0,0,0,0,0,0.038254471794207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107485439606018,0.080507315220562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955474293872193,0,0,0,0,0,0.0232143576275497,0,0,0,0,0,0.115336417436801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632012559031141,0.0666691130754061,0,0,0,0,0,0,0,0,0,0.0287511335830067,0,0,0,0,0,0,0,0,0,0,0.0501924820130061,0,0,0,0.308906456321708,0,0,0.0572929575930123,0,0,0,0,0,0,0,0,0,0.0666691130754061,0,0,0,0.0319662616847716,0,0,0,0,0,0,0,0.041201204637782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955474293872193,0,0,0,0,0.054731102856607,0,0,0,0,0.0427930926378079,0.0319662616847716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343070116731757,0.0240678306009094,0,0,0,0
23.txt,0,0.0731535006245898,0.0120044841041581,0,0,0.0205092223485629,0.0483884615508217,0.0967769231016434,0,0.0483884615508217,0,0,0.175731479804638,0,0,0,0,0,0,0,0,0,0,0.172585501873769,0,0,0,0,0,0,0,0,0,0,0,0,0.0540536190412078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044512355563579,0.0540536190412078,0,0,0,0,0.0483884615508217,0,0,0,0,0,0,0,0,0,0,0,0.0666685396983578,0.0760748601993833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220125866494895,0,0,0,0,0,0,0,0,0,0,0.0292885799674397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616384132157428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510435396983578,0,0,0,0,0.0731535006245898,0,0,0,0,0,0.0177734925585927,0,0,0,0,0,0.100919365257201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483884615508217,0.0510435396983578,0,0,0,0,0,0.0967769231016434,0,0,0,0.0220125866494895,0,0,0,0,0,0,0,0,0,0,0.0384286190412078,0,0,0,0.0262785006245898,0.0575285006245898,0,0.0438649206571501,0,0,0,0,0,0,0,0,0,0.0510435396983578,0,0,0,0.0244741691024033,0,0,0.0575285006245898,0,0,0.0666685396983578,0,0.0315446723008018,0,0,0,0,0,0,0,0,0.0616384132157428,0,0,0,0.0540536190412078,0.0731535006245898,0.0540536190412078,0,0,0,0,0,0,0,0,0,0.0244741691024033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262663058122751,0,0,0,0,0.0575285006245898
24.txt,0,0,0.0426826101481178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204545779998541,0,0,0,0,0.0818016234946538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197832691393684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237043696705272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779820811682668,0,0,0,0,0.118521848352636,0,0,0,0,0,0,0,0,0,0,0,0,0.219158802544863,0.118521848352636,0,0,0,0,0.0149685023925473,0,0,0,0,0,0,0.130050667777048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631946402083297,0,0,0,0,0,0.17941220490169,0,0,0,0,0,0,0,0,0,0,0.146299626130414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782669747537405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364608397307785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237043696705272,0,0.146299626130414,0,0,0,0,0,0,0,0,0,0.0629662927970806,0,0,0,0,0,0.023347827388689,0,0,0,0,0
25.txt,0,0,0.0160059788055442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975380008327864,0,0,0,0,0,0,0.076704667499453,0,0,0.028331165522633,0,0.184053652862971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030404825388277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293501155326527,0.0888913862644771,0.032632225469871,0,0,0,0,0,0,0.0888913862644771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1754596826286,0,0.0975380008327864,0,0,0,0,0,0.0584865608762001,0,0,0,0,0,0,0,0,0,0,0.0888913862644771,0.0645179487344289,0,0,0,0.0112263767944105,0,0,0,0,0,0,0,0.0405178842876571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014204667499453,0,0,0,0,0,0,0,0,0.134559153676267,0,0,0,0.0720714920549437,0,0,0,0,0.195076001665573,0,0.10972471959781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587002310653054,0,0,0,0,0,0.0680580529311438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512381587216104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680580529311438,0,0,0,0.0273456297980839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888913862644771,0,0,0,0,0,0,0,0,0,0,0,0.188898878391242,0,0,0,0.0454025770717617,0,0.0175108705415167,0,0,0,0,0
26.txt,0,0,0.0120044841041581,0,0,0.0205092223485629,0,0,0,0,0,0,0,0,0,0,0.0822935396983578,0,0,0,0,0,0,0,0,0.0510435396983578,0,0,0,0.0212483741419747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384286190412078,0,0,0,0,0,0,0,0.0228036190412078,0,0.0731535006245898,0,0,0,0,0,0.0540536190412078,0.0666685396983578,0,0,0,0.0483884615508217,0,0,0,0,0,0,0,0,0,0,0,0,0.0253582867331278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220125866494895,0,0.0244741691024033,0,0,0,0,0,0,0,0.0731535006245898,0.0292885799674397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841978259580784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027237884134967,0.0852280049967182,0,0,0,0,0,0,0,0,0.0126149206571501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483884615508217,0.0510435396983578,0,0,0,0,0,0,0,0,0,0.0220125866494895,0,0,0,0,0,0,0,0,0,0,0.230571714247247,0,0,0.027237884134967,0.157671003747539,0,0,0,0,0,0,0,0,0,0,0.0847197619714502,0,0.0510435396983578,0,0.0666685396983578,0,0.0244741691024033,0,0,0,0,0,0.0666685396983578,0,0.0315446723008018,0,0,0,0,0,0,0.164587079396716,0,0,0,0,0,0,0,0,0,0,0,0.0419035006245898,0,0,0.0666685396983578,0,0.0655269231016434,0.0244741691024033,0,0,0,0,0,0,0.027237884134967,0,0,0,0,0,0,0.0393994587184127,0.0184269328038213,0,0,0,0
27.txt,0,0,0.00936935344714781,0,0.0520339822035964,0.0160071979305857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165840968912974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177979465687475,0,0,0,0,0,0,0,0.0421881904711866,0.104067964407193,0,0,0,0.0377666041372267,0,0,0,0,0,0,0,0,0,0.0520339822035964,0,0,0.019791833547807,0,0.110574953204629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474355718489644,0.0171805554337479,0,0.0191017905189489,0,0,0,0,0,0,0,0.057095415121631,0.0228593794867822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657153763575246,0,0,0,0.0520339822035964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021258836398023,0.0665194185340239,0,0,0.0277439883841448,0,0,0,0,0.0642291041548159,0.0393831669296392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398388602523768,0,0,0,0.0377666041372267,0.0398388602523768,0,0,0,0,0,0,0,0,0,0.0171805554337479,0.065410342438384,0,0,0,0,0,0,0,0,0,0.119972274079868,0,0,0.0425176727960461,0,0,0,0,0,0,0,0,0,0,0,0.066122741050888,0,0.0398388602523768,0,0,0,0.0191017905189489,0,0,0,0,0,0,0,0.0246202320396502,0,0,0,0,0,0,0.128458208309632,0.057095415121631,0,0,0,0,0,0,0,0,0,0,0.032705171219192,0,0,0.0520339822035964,0,0.0255714821860072,0.0191017905189489,0,0,0,0,0,0,0.021258836398023,0,0,0,0,0,0,0.0307507970485172,0.186965952350967,0,0,0,0
28.txt,0,0,0.00640239152221767,0,0,0.0218765038384671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226649324181064,0,0,0.154843076962629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054446442344915,0,0,0,0,0.0243238603106216,0,0,0,0,0,0,0,0.057657193643955,0,0,0,0,0.0516143589875432,0,0,0,0,0,0,0,0,0.065747640763459,0,0,0,0.0540976783640059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097242922290377,0.0234800924261222,0,0.0261057803758968,0,0,0,0,0,0,0,0,0.031241151965269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780304006662291,0,0,0,0,0,0,0.039331599084773,0,0,0,0,0,0,0,0,0,0.00898110143552837,0,0.054446442344915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290537430772981,0.079546137996937,0,0,0.0189583920624989,0,0,0,0,0,0.0134559153676267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10889288468983,0,0,0,0.0516143589875432,0.054446442344915,0,0,0,0,0,0,0,0,0,0.0234800924261222,0,0,0.0877797756782484,0,0,0,0,0,0,0,0.24594316186373,0,0,0.0290537430772981,0,0,0,0,0,0,0,0,0,0,0,0.0602451640685868,0,0.054446442344915,0,0,0,0.0261057803758968,0,0,0,0,0,0,0,0.0336476504541886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122727467999125,0,0,0,0,0.0711131090115817,0,0,0.0261057803758968,0,0,0,0,0,0,0.0290537430772981,0,0,0,0,0,0,0.0420260892996402,0.0196553949907427,0,0,0,0
29.txt,0,0,0,0,0,0.0252421198136159,0,0,0,0,0,0,0,0,0,0,0.101284356551825,0.0900350776918028,0,0,0.360140310767211,0,0,0,0,0.0628228180902866,0,0,0.270105233075408,0.0261518450978151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101284356551825,0,0.0595550296010113,0,0,0,0,0,0,0,0,0,0,0,0,0.0312101990561572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270924143378333,0,0.030122054279881,0,0,0,0,0,0,0,0,0.0360474830368489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103628093486866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786720046123552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595550296010113,0.0628228180902866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472967618968711,0,0.18846845427086,0.0335235497045748,0.0970283099984853,0,0,0,0,0,0,0,0,0,0,0,0,0.0628228180902866,0,0,0.270105233075408,0.0602441085597619,0,0,0,0,0,0,0,0.0776484241250506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101477461185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323277609997232,0,0,0,0,0
3.txt,0,0,0,0,0,0.0182304198653893,0,0,0,0.0860239316459052,0,0,0.208274346435127,0.130050667777048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188874436817553,0,0,0,0,0,0.0520685866087817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405397671843694,0,0,0,0,0,0,0.0395665382787369,0,0,0,0,0,0,0,0,0,0.112158834847295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204545779998541,0,0.0511364449996353,0,0,0,0,0,0,0,0,0.0587002310653054,0,0.021754816979914,0,0,0.0480476613699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426092323418375,0,0,0,0,0,0,0,0,0,0.0149685023925473,0,0,0,0,0,0,0,0,0,0,0,0,0.0650253338885242,0,0,0.0260342933043908,0,0,0,0,0,0.0242114525644151,0.0662884483307808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195667436884351,0,0,0,0,0,0,0,0.0547897006362158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753064550857335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364608397307785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021754816979914,0,0,0,0,0,0,0.0242114525644151,0,0,0,0,0,0,0.023347827388689,0,0,0,0,0
30.txt,0,0,0.0118197997333249,0,0,0.0201936958508927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502582544722293,0,0,0,0.020921476078252,0,0,0,0,0,0,0,0.08102748524146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532220249021123,0,0,0.08102748524146,0,0.0476440236808091,0,0,0,0,0,0,0,0,0,0,0,0,0.0249681592449258,0,0,0,0,0,0,0,0,0.0566434467688269,0,0,0,0,0,0,0,0,0.0216739314702666,0,0.0240976434239048,0,0,0,0,0,0.0322594082961937,0,0,0.0288379864294791,0,0,0,0,0,0,0,0,0,0,0,0.0431900757239631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829024747894926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268188397636598,0.0839168049198456,0,0,0,0,0,0,0,0,0.0124208449547324,0,0,0,0,0,0,0,0,0,0.393857219141068,0,0,0,0,0,0,0,0,0,0.0476440236808091,0.0502582544722293,0,0,0,0,0,0,0,0,0,0.0216739314702666,0,0,0,0,0,0,0,0,0,0,0.0378374095174969,0,0,0.0268188397636598,0.155245295997576,0,0,0,0,0,0,0,0,0,0,0.0556109206786955,0,0.0502582544722293,0,0,0,0.0240976434239048,0,0,0,0,0,0,0,0.0310593696500202,0,0,0,0,0,0,0,0,0,0,0.08102748524146,0,0,0,0,0,0,0,0,0,0,0.0656428698568446,0,0.096778224888581,0.0240976434239048,0,0,0,0,0,0,0.0268188397636598,0,0,0,0,0,0,0.0646555219994464,0.0725737661196654,0,0,0,0
4.txt,0,0,0,0,0,0.0125008593362669,0.0294939194214532,0.0589878388429065,0.0350649908568928,0.0294939194214532,0,0,0.124964607861076,0,0,0,0,0,0,0,0,0,0,0.105194972570678,0,0,0,0,0,0.0129513899532036,0,0,0,0,0.0501598718161419,0,0.0658939355930914,0,0,0,0,0,0,0,0,0,0.0311122527685229,0,0,0,0,0.0138993487489266,0,0,0.0751401608725246,0,0,0,0.0678283513349775,0,0,0,0,0,0,0.0375700804362623,0,0,0,0,0,0,0,0,0,0,0,0.0154564795325731,0,0.151119102712993,0,0,0,0,0,0,0,0.0280462709124528,0,0,0,0,0,0,0,0.0268343913441396,0,0.0149175887862268,0.0267367135434058,0,0.0329469677965457,0,0,0.0199701098976437,0,0,0,0,0,0,0,0,0,0,0,0,0.0350649908568928,0,0,0,0,0,0,0,0.0267367135434058,0,0.133683567717029,0.0998505494882185,0,0.0488827966200726,0,0.0350649908568928,0,0,0,0,0,0,0,0,0,0,0.00513205796315907,0,0,0,0,0,0,0,0.0185224613886432,0,0,0.0234231582727362,0,0,0.0350649908568928,0.0311122527685229,0.0178520868372966,0,0,0,0,0,0.0166021389013132,0.0649356228546424,0.0329469677965457,0,0.0108333668928565,0,0,0,0,0,0,0,0,0,0,0,0.0501598718161419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589878388429065,0,0,0,0.0134171956720698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350649908568928,0,0,0,0,0,0,0.0234231582727362,0,0,0,0,0,0,0,0,0.0149175887862268,0,0,0.0350649908568928,0,0.0501598718161419,0,0,0,0,0,0.0311122527685229,0,0.0250017186725338,0,0,0,0.0375700804362623,0,0,0,0.0329469677965457,0,0.0329469677965457,0,0,0,0,0,0,0,0,0,0.0149175887862268,0,0.0267367135434058,0,0,0,0,0.0166021389013132,0,0,0,0,0.0207554638042339,0,0.00800496939040765,0,0,0,0,0.0350649908568928
